order_id,date,customer_id,customer_age,customer_gender,product_id,product_name,category,unit_price,quantity,discount_percentage,promo,sales,payment_method,region,shipping_fee,delivery_time,delivery_status,customer_rating,return_status,device,website_visit_duration,order_channel,discount_code
O02990,2023-01-08,C9737,55,Female,P50517,Sofá,Móveis,332.28,7,0,Não,2325.96,Paypal,Sudeste,48.99,4,Entregue,4,Não,Mobile,45,Website,
O00688,2023-01-08,C6102,59,Male,P13042,Carrinho,Brinquedos,222.0,7,30,Sim,1087.8,Dinheiro,Sudeste,99.24,7,Cancelado,4,Não,Desktop,414,Website,DISC661
O02045,2023-01-08,C6555,35,Male,P40138,Boneca,Brinquedos,125.23,7,0,Não,876.61,Cartão de Crédito,Sudeste,78.11,4,Entregue,4,Não,Mobile,93,Website,
O01942,2023-01-08,C4217,40,Male,P56785,História,Livros,299.18,9,0,Não,2692.62,Pix,Nordeste,55.36,11,Entregue,5,Não,Mobile,313,Website,
O02544,2023-01-08,C2366,32,Female,P94131,Halteres,Esportes,193.53,4,15,Sim,658.0,Boleto,Nordeste,19.9,14,Cancelado,3,Não,Tablet,498,Website,DISC938
O02566,2023-01-08,C4534,73,Female,P68649,Raquete,Esportes,358.45,9,20,Sim,2580.84,Boleto,Nordeste,89.09,9,Entregue,3,Não,Desktop,373,Website,DISC189
O02967,2023-01-08,C7604,63,Male,P25624,Headphones,Eletrônicos,374.66,6,20,Sim,1798.37,Cartão de Crédito,Norte,59.72,7,Entregue,5,Não,Tablet,328,App,DISC310
O00876,2023-01-08,C5538,45,Other,P81602,Smartwatch,Eletrônicos,153.87,10,5,Sim,1461.76,Cartão de Crédito,Centro-Oeste,39.35,2,Em trânsito,5,Não,Mobile,58,App,DISC420
O00829,2023-01-08,C4075,66,Other,P39404,Pipoca,Alimentos,473.73,4,25,Sim,1421.19,Paypal,Nordeste,78.63,12,Entregue,5,Não,Mobile,425,App,DISC597
O01765,2023-01-08,C7305,46,Female,P21408,Biografia,Livros,243.82,1,25,Sim,182.86,Cartão de Crédito,Sul,96.8,13,Entregue,3,Não,Mobile,149,Website,DISC654
O00270,2023-01-09,C3658,54,Female,P31199,Sapato,Roupas,351.13,8,20,Sim,2247.23,Dinheiro,Sul,96.85,12,Em trânsito,4,Não,Desktop,416,Website,DISC414
O00602,2023-01-09,C7469,50,Female,P14318,Camiseta,Roupas,82.81,4,30,Sim,231.87,Dinheiro,Nordeste,70.43,6,Entregue,5,Não,Mobile,346,App,DISC368
O02204,2023-01-09,C1609,65,Other,P19213,Laptop,Eletrônicos,318.39,9,25,Sim,2149.13,Pix,Sudeste,47.97,5,Entregue,3,Não,Mobile,283,Website,DISC137
O00098,2023-01-09,C3946,31,Male,P34837,Biscoito,Alimentos,105.24,10,0,Não,1052.4,Cartão de Crédito,Norte,68.08,4,Entregue,4,Não,Desktop,344,Website,
O01784,2023-01-09,C1249,35,Female,P91855,Mesa,Móveis,81.07,7,30,Sim,397.24,Paypal,Norte,72.48,9,Entregue,4,Não,Desktop,339,Website,DISC710
O01598,2023-01-09,C1226,71,Female,P71351,Sabonete,Beleza,111.58,5,30,Sim,390.53,Boleto,Sul,25.49,10,Entregue,3,Não,Mobile,318,App,DISC719
O01568,2023-01-09,C4318,18,Male,P68855,Mesa,Móveis,134.14,4,15,Sim,456.08,Boleto,Nordeste,57.64,14,Cancelado,5,Não,Mobile,159,Website,DISC881
O01320,2023-01-09,C5678,78,Male,P38639,Pelúcia,Brinquedos,447.29,7,10,Sim,2817.93,Paypal,Sudeste,83.3,1,Em trânsito,2,Não,Mobile,373,App,DISC921
O01844,2023-01-09,C7837,61,Male,P97629,Pipoca,Alimentos,78.77,7,5,Sim,523.82,Pix,Norte,47.06,9,Entregue,2,Não,Mobile,439,App,DISC109
O01091,2023-01-10,C5164,79,Male,P76103,Cama,Móveis,327.56,8,10,Sim,2358.43,Pix,Sul,100.0,2,Entregue,2,Não,Mobile,35,App,DISC929
O00485,2023-01-10,C8913,36,Male,P33102,Vestido,Roupas,61.96,7,20,Sim,346.98,Dinheiro,Sudeste,94.8,11,Cancelado,4,Não,Mobile,466,App,DISC714
O02525,2023-01-10,C8082,35,Female,P10123,Maquiagem,Beleza,129.96,6,20,Sim,623.81,Boleto,Centro-Oeste,69.02,14,Em trânsito,4,Não,Mobile,283,Website,DISC365
O01004,2023-01-10,C6911,76,Male,P71415,Calça,Roupas,203.52,2,0,Não,407.04,Cartão de Crédito,Norte,98.27,4,Em trânsito,3,Não,Mobile,96,App,
O00715,2023-01-10,C2932,40,Male,P96762,Vestido,Roupas,201.05,3,25,Sim,452.36,Paypal,Nordeste,48.4,10,Em trânsito,4,Não,Desktop,276,App,DISC295
O02684,2023-01-10,C7232,72,Male,P64457,Smartphone,Eletrônicos,81.39,9,5,Sim,695.88,Cartão de Crédito,Norte,69.01,6,Entregue,2,Não,Mobile,33,Website,DISC864
O02206,2023-01-10,C4866,74,Male,P66971,Mesa,Móveis,351.42,8,25,Sim,2108.52,Pix,Sul,13.03,2,Entregue,1,Não,Mobile,247,Website,DISC252
O01973,2023-01-10,C4246,50,Female,P97102,Corda,Esportes,53.69,1,15,Sim,45.64,Boleto,Nordeste,35.48,10,Entregue,2,Não,Mobile,300,Website,DISC354
O02602,2023-01-10,C9052,45,Male,P89854,Laptop,Eletrônicos,471.82,10,10,Sim,4246.38,Paypal,Norte,96.64,2,Atrasado,5,Não,Tablet,318,Website,DISC419
O02601,2023-01-11,C6622,35,Male,P35706,Sapato,Roupas,40.9,4,30,Sim,114.52,Dinheiro,Nordeste,72.92,8,Entregue,4,Não,Mobile,511,App,DISC546
O01380,2023-01-11,C6710,45,Male,P60500,Perfume,Beleza,44.89,6,0,Não,269.34,Pix,Norte,30.25,6,Entregue,4,Não,Mobile,446,App,
O01293,2023-01-11,C9397,59,Male,P32592,Smartwatch,Eletrônicos,43.2,8,25,Sim,259.2,Paypal,Sul,45.59,14,Cancelado,1,Não,Mobile,292,Website,DISC543
O02241,2023-01-11,C3240,56,Female,P52399,Biscoito,Alimentos,135.97,6,0,Não,815.82,Boleto,Sul,65.1,1,Cancelado,1,Não,Mobile,48,Website,
O01802,2023-01-11,C2008,51,Male,P75402,Cama,Móveis,130.48,3,5,Sim,371.87,Dinheiro,Nordeste,24.86,12,Entregue,1,Não,Mobile,95,App,DISC864
O01123,2023-01-11,C5744,20,Female,P86325,Sofá,Móveis,263.52,3,10,Sim,711.5,Pix,Sul,16.07,2,Entregue,4,Não,Mobile,397,Website,DISC924
O01539,2023-01-11,C9301,59,Male,P20621,Café,Alimentos,366.08,9,10,Sim,2965.25,Boleto,Nordeste,36.61,12,Entregue,5,Não,Desktop,308,Website,DISC750
O02696,2023-01-12,C9516,64,Male,P48723,Cama,Móveis,491.85,9,30,Sim,3098.66,Dinheiro,Centro-Oeste,42.88,7,Cancelado,4,Não,Mobile,462,App,DISC134
O01701,2023-01-12,C9263,31,Female,P69228,Laptop,Eletrônicos,67.87,2,15,Sim,115.38,Boleto,Sul,31.25,4,Entregue,3,Não,Mobile,255,App,DISC255
O00852,2023-01-12,C9575,60,Female,P56225,Raquete,Esportes,183.36,7,10,Sim,1155.17,Cartão de Crédito,Sudeste,75.25,10,Entregue,5,Não,Tablet,191,Website,DISC282
O01668,2023-01-12,C2724,69,Male,P86095,Jaqueta,Roupas,319.07,9,20,Sim,2297.3,Cartão de Crédito,Sudeste,22.13,11,Entregue,5,Não,Desktop,195,Website,DISC819
O01871,2023-01-12,C8384,43,Male,P94269,Lego,Brinquedos,80.71,10,5,Sim,766.74,Cartão de Crédito,Sul,39.17,3,Cancelado,5,Não,Desktop,575,Website,DISC805
O01873,2023-01-12,C7169,79,Female,P64895,Calça,Roupas,210.98,8,0,Não,1687.84,Paypal,Centro-Oeste,85.0,10,Entregue,5,Não,Mobile,374,App,
O00519,2023-01-12,C7555,19,Male,P64909,Cadeira,Móveis,365.25,7,15,Sim,2173.24,Dinheiro,Norte,17.79,1,Em trânsito,4,Não,Desktop,597,Website,DISC907
O02021,2023-01-12,C3059,72,Female,P98417,Carrinho,Brinquedos,30.09,1,30,Sim,21.06,Boleto,Sul,21.76,11,Entregue,5,Não,Mobile,273,Website,DISC439
O01424,2023-01-12,C4521,61,Female,P37431,Creme,Beleza,253.7,4,5,Sim,964.06,Paypal,Nordeste,79.56,7,Entregue,3,Não,Mobile,262,App,DISC147
O01434,2023-01-12,C3587,54,Female,P79015,Halteres,Esportes,485.5,6,0,Não,2913.0,Paypal,Centro-Oeste,27.87,12,Em trânsito,3,Não,Mobile,333,Website,
O02413,2023-01-12,C2725,49,Male,P50533,Tablet,Eletrônicos,76.03,5,5,Sim,361.14,Dinheiro,Norte,62.22,1,Entregue,3,Não,Desktop,149,Website,DISC937
O00682,2023-01-12,C1025,59,Male,P63046,Biografia,Livros,257.4,9,25,Sim,1737.45,Dinheiro,Sudeste,34.71,5,Entregue,4,Não,Mobile,496,App,DISC763
O02369,2023-01-12,C1507,70,Female,P92951,Pipoca,Alimentos,175.06,1,15,Sim,148.8,Boleto,Sul,43.08,7,Em trânsito,3,Sim,Desktop,305,App,DISC234
O02134,2023-01-12,C3077,69,Female,P70750,Smartphone,Eletrônicos,343.54,3,0,Não,1030.62,Cartão de Crédito,Sudeste,91.34,6,Entregue,4,Não,Mobile,385,App,
O02319,2023-01-12,C8382,34,Female,P20114,Carrinho,Brinquedos,126.09,3,20,Sim,302.62,Dinheiro,Sudeste,19.7,7,Entregue,4,Não,Mobile,452,App,DISC326
O01755,2023-01-12,C6698,78,Female,P67558,Biografia,Livros,311.48,10,5,Sim,2959.06,Boleto,Sul,75.68,9,Entregue,5,Não,Mobile,562,App,DISC446
O03000,2023-01-12,C3565,72,Female,P59955,Headphones,Eletrônicos,423.46,10,10,Sim,3811.14,Paypal,Sul,94.45,14,Entregue,5,Não,Desktop,572,App,DISC372
O02690,2023-01-13,C8297,21,Male,P91006,Biografia,Livros,343.29,8,25,Sim,2059.74,Dinheiro,Norte,37.62,6,Em trânsito,4,Não,Desktop,528,Website,DISC603
O02485,2023-01-13,C4917,52,Female,P65852,Pipoca,Alimentos,57.09,9,0,Não,513.81,Paypal,Sudeste,85.12,7,Em trânsito,5,Não,Desktop,315,Website,
O01008,2023-01-13,C7361,77,Male,P40941,Chocolate,Alimentos,492.83,1,30,Sim,344.98,Cartão de Crédito,Norte,78.71,7,Atrasado,3,Não,Mobile,329,Website,DISC983
O00917,2023-01-13,C5160,26,Female,P20372,Vestido,Roupas,256.06,9,15,Sim,1958.86,Dinheiro,Norte,31.38,8,Atrasado,5,Não,Desktop,222,Website,DISC389
O01671,2023-01-13,C1721,53,Male,P83937,Mesa,Móveis,312.92,2,0,Não,625.84,Dinheiro,Centro-Oeste,40.21,11,Entregue,3,Não,Mobile,513,Website,
O00379,2023-01-13,C4162,40,Male,P39639,Estante,Móveis,171.0,7,0,Não,1197.0,Paypal,Norte,15.18,8,Entregue,4,Não,Mobile,302,App,
O00152,2023-01-13,C6525,70,Male,P26543,Estante,Móveis,151.8,1,10,Sim,136.62,Pix,Sudeste,55.62,6,Entregue,4,Não,Desktop,479,Website,DISC911
O00555,2023-01-13,C7091,59,Male,P32449,Laptop,Eletrônicos,410.71,7,0,Não,2874.97,Paypal,Sul,30.28,1,Entregue,5,Não,Desktop,230,Website,
O01956,2023-01-14,C1808,39,Female,P99523,Maquiagem,Beleza,78.26,5,25,Sim,293.48,Boleto,Sul,7.45,11,Entregue,4,Não,Tablet,140,Website,DISC878
O00886,2023-01-14,C6310,50,Male,P77847,Mesa,Móveis,254.7,6,10,Sim,1375.38,Dinheiro,Nordeste,30.77,6,Entregue,2,Não,Mobile,429,Website,DISC791
O02383,2023-01-14,C3155,64,Male,P23346,Perfume,Beleza,459.47,8,30,Sim,2573.03,Cartão de Crédito,Sul,43.08,9,Entregue,4,Não,Mobile,163,Website,DISC449
O01319,2023-01-14,C3618,41,Male,P65773,Pelúcia,Brinquedos,216.46,5,5,Sim,1028.18,Pix,Sul,42.65,8,Entregue,5,Não,Mobile,304,Website,DISC754
O02731,2023-01-14,C3181,25,Female,P82131,Mesa,Móveis,71.64,10,25,Sim,537.3,Pix,Nordeste,7.08,10,Entregue,2,Não,Mobile,536,App,DISC301
O02698,2023-01-14,C8099,50,Other,P61095,Smartwatch,Eletrônicos,348.11,10,10,Sim,3132.99,Boleto,Nordeste,76.77,5,Entregue,4,Não,Tablet,230,Website,DISC419
O00892,2023-01-14,C8263,52,Male,P19622,Perfume,Beleza,273.23,6,10,Sim,1475.44,Cartão de Crédito,Sudeste,68.76,14,Entregue,5,Não,Desktop,354,Website,DISC618
O01947,2023-01-14,C2764,25,Male,P16089,Carrinho,Brinquedos,255.47,10,5,Sim,2426.96,Paypal,Nordeste,48.2,5,Em trânsito,4,Não,Mobile,488,App,DISC195
O01473,2023-01-14,C2141,48,Female,P66921,Biscoito,Alimentos,157.2,1,25,Sim,117.9,Pix,Nordeste,93.37,10,Cancelado,4,Não,Desktop,479,App,DISC852
O01058,2023-01-14,C2920,65,Female,P71926,Bola,Esportes,265.78,1,25,Sim,199.33,Boleto,Sul,50.38,7,Em trânsito,2,Não,Desktop,417,App,DISC969
O01870,2023-01-14,C1406,20,Female,P91751,Corda,Esportes,41.71,3,25,Sim,93.85,Boleto,Centro-Oeste,47.76,1,Entregue,2,Não,Mobile,125,App,DISC757
O00676,2023-01-14,C1630,46,Male,P68552,Sapato,Roupas,129.92,4,30,Sim,363.78,Cartão de Crédito,Centro-Oeste,33.07,6,Entregue,2,Não,Desktop,195,Website,DISC403
O00051,2023-01-14,C6779,55,Male,P95865,Lego,Brinquedos,233.32,3,15,Sim,594.97,Cartão de Crédito,Sul,56.54,10,Entregue,5,Não,Desktop,384,App,DISC161
O02471,2023-01-14,C7470,76,Male,P15465,Jaqueta,Roupas,184.81,3,25,Sim,415.82,Paypal,Nordeste,68.01,12,Cancelado,4,Não,Mobile,397,App,DISC160
O01776,2023-01-15,C8545,20,Female,P82084,Ficção Científica,Livros,470.39,6,20,Sim,2257.87,Dinheiro,Sul,85.08,2,Entregue,4,Não,Desktop,441,Website,DISC780
O01749,2023-01-15,C8755,53,Male,P10189,Sabonete,Beleza,248.52,4,20,Sim,795.26,Pix,Nordeste,30.91,4,Entregue,3,Sim,Mobile,217,Website,DISC375
O00093,2023-01-15,C5757,54,Female,P64435,Maquiagem,Beleza,254.2,2,5,Sim,482.98,Dinheiro,Norte,98.02,2,Em trânsito,3,Não,Mobile,38,Website,DISC806
O01078,2023-01-15,C3962,77,Male,P26279,Romance,Livros,136.03,9,30,Sim,856.99,Pix,Centro-Oeste,82.65,10,Entregue,5,Não,Desktop,346,Website,DISC642
O00904,2023-01-15,C3120,62,Male,P84492,Creme,Beleza,162.02,5,15,Sim,688.58,Cartão de Crédito,Sul,80.34,14,Entregue,4,Não,Desktop,163,Website,DISC479
O00135,2023-01-15,C8368,59,Female,P27705,Sabonete,Beleza,202.03,6,5,Sim,1151.57,Cartão de Crédito,Centro-Oeste,34.83,6,Entregue,3,Não,Desktop,207,Website,DISC890
O01104,2023-01-15,C2361,62,Male,P56313,Pipoca,Alimentos,360.58,7,0,Não,2524.06,Boleto,Nordeste,13.3,7,Entregue,4,Não,Desktop,582,App,
O01486,2023-01-15,C4875,53,Male,P74934,Tênis,Esportes,380.99,6,15,Sim,1943.05,Boleto,Nordeste,16.33,4,Entregue,2,Não,Mobile,349,Website,DISC265
